transcript	theta_n1	theta_n2	half_life_rep1	half_life_rep2	mean_half_life
OTUD5	0.2113	0.1844	2.9194	3.4010	3.1602
OTUD6B	0.2623	0.3017	2.2786	1.9302	2.1044
OTUD6B-AS1	0.4495	0.4716	1.1610	1.0867	1.1239
OTUD7B	0.8232	0.8106	0.4001	0.4165	0.4083
OTULIN	0.4342	0.3834	1.2170	1.4334	1.3252
OXA1L	0.2511	0.2214	2.3968	2.7697	2.5833
OXCT1	0.1267	0.1737	5.1183	3.6335	4.3759
OXNAD1	0.3278	0.4299	1.7449	1.2335	1.4892
OXR1	0.6178	0.6162	0.7207	0.7238	0.7223
OXSR1	0.1979	0.2169	3.1424	2.8356	2.9890
P2RY1	0.8775	0.8815	0.3302	0.3250	0.3276
P3H1	0.2900	0.2687	2.0238	2.2149	2.1194
P4HA1	0.2774	0.3116	2.1336	1.8567	1.9952
P4HB	0.1022	0.1275	6.4304	5.0811	5.7558
PA2G4	0.0867	0.0973	7.6432	6.7718	7.2075
PABPC1	0.0637	0.0663	10.5301	10.1014	10.3158
PABPC4	0.1780	0.2285	3.5369	2.6726	3.1047
PACRGL	0.5977	0.5216	0.7612	0.9402	0.8507
PACS1	0.2248	0.2967	2.7221	1.9697	2.3459
PACSIN2	0.3119	0.2694	1.8539	2.2081	2.0310
PAF1	0.2514	0.3225	2.3939	1.7802	2.0870
PAFAH1B1	0.3928	0.3341	1.3892	1.7047	1.5469
PAFAH1B2	0.5521	0.5454	0.8630	0.8793	0.8712
PAICS	0.0763	0.0850	8.7320	7.8002	8.2661
PAIP1	0.3680	0.4205	1.5107	1.2707	1.3907
PAIP2	0.1610	0.0980	3.9485	6.7225	5.3355
PAK1IP1	0.3526	0.3158	1.5944	1.8267	1.7105
PAK2	0.1654	0.1733	3.8327	3.6429	3.7378
PAK4	0.5353	0.5325	0.9043	0.9116	0.9080
PALB2	0.8091	0.8153	0.4186	0.4103	0.4144
PAN3	0.5684	0.5487	0.8248	0.8711	0.8480
PANK2	0.5774	0.5971	0.8047	0.7626	0.7836
PANK3	0.6832	0.6658	0.6030	0.6324	0.6177
PANK4	0.6353	0.6178	0.6872	0.7207	0.7040
PANX1	0.6867	0.7124	0.5973	0.5562	0.5767
PAPD4	0.3566	0.3957	1.5717	1.3762	1.4740
PAPD5	0.8339	0.7465	0.3861	0.5050	0.4455
PAPD7	0.6845	0.7405	0.6008	0.5138	0.5573
PAPOLA	0.0808	0.0829	8.2298	8.0132	8.1215
PAQR4	0.4751	0.4985	1.0755	1.0043	1.0399
PARD3	0.2842	0.3313	2.0731	1.7222	1.8976
PARD6B	0.9321	0.9298	0.2576	0.2609	0.2593
PARG	0.3514	0.3526	1.6011	1.5944	1.5978
PARGP1	0.6180	0.6613	0.7203	0.6402	0.6803
PARK7	0.0678	0.0870	9.8749	7.6188	8.7468
PARN	0.2343	0.1656	2.5958	3.8293	3.2126
PARP1	0.1072	0.1263	6.1129	5.1340	5.6234
PARP2	0.3323	0.2710	1.7159	2.1926	1.9542
PARP4	0.2241	0.2296	2.7317	2.6569	2.6943
PATL1	0.5171	0.5161	0.9522	0.9550	0.9536
PAXBP1	0.7235	0.7031	0.5392	0.5708	0.5550
PAXIP1	0.7140	0.7109	0.5537	0.5586	0.5561
PBDC1	0.4288	0.4311	1.2376	1.2288	1.2332
PBK	0.3398	0.2715	1.6692	2.1881	1.9287
PBRM1	0.2051	0.2417	3.0203	2.5055	2.7629
PBX2	0.1610	0.1311	3.9496	4.9323	4.4409
PCBP1	0.3983	0.4051	1.3644	1.3346	1.3495
PCBP2	0.1052	0.1432	6.2332	4.4848	5.3590
PCF11	0.6958	0.7073	0.5824	0.5641	0.5733
PCGF3	0.4650	0.4633	1.1081	1.1138	1.1109
PCGF5	0.2070	0.2822	2.9891	2.0903	2.5397
PCID2	0.3229	0.3414	1.7773	1.6597	1.7185
PCIF1	0.4992	0.5142	1.0022	0.9600	0.9811
PCM1	0.1396	0.1390	4.6088	4.6306	4.6197
PCMT1	0.1066	0.1177	6.1507	5.5354	5.8430
PCNA	0.1811	0.1856	3.4691	3.3767	3.4229
PCNP	0.0967	0.1243	6.8148	5.2237	6.0193
PCNT	0.2778	0.3092	2.1296	1.8737	2.0017
PCNX3	0.3747	0.3789	1.4764	1.4554	1.4659
PCNX4	0.5707	0.4423	0.8198	1.1870	1.0034
PCSK6	0.3524	0.2926	1.5956	2.0023	1.7989
PCTP	0.2427	0.3279	2.4939	1.7444	2.1192
PCYOX1	0.2670	0.2251	2.2320	2.7178	2.4749
PCYT1A	0.2079	0.2347	2.9736	2.5914	2.7825
PCYT2	0.1799	0.1729	3.4940	3.6519	3.5729
PDAP1	0.0965	0.1095	6.8306	5.9757	6.4032
PDCD10	0.3975	0.3289	1.3682	1.7382	1.5532
PDCD11	0.1811	0.1861	3.4690	3.3653	3.4171
PDCD2	0.1508	0.1585	4.2394	4.0154	4.1274
PDCD6	0.5210	0.4872	0.9417	1.0377	0.9897
PDCD6IP	0.1156	0.1425	5.6433	4.5104	5.0768
PDCD7	0.7548	0.7801	0.4931	0.4577	0.4754
PDDC1	0.3396	0.4254	1.6708	1.2511	1.4610
PDE12	0.5516	0.6483	0.8642	0.6633	0.7638
PDE3A	0.1724	0.1466	3.6637	4.3716	4.0176
PDE3B	0.3186	0.3519	1.8066	1.5980	1.7023
PDE4A	0.6522	0.6113	0.6564	0.7336	0.6950
PDE4DIP	0.2931	0.3417	1.9981	1.6579	1.8280
PDE7A	0.7986	0.6331	0.4326	0.6913	0.5620
PDE8A	0.4634	0.4950	1.1135	1.0146	1.0640
PDGFA	0.5418	0.5989	0.8881	0.7587	0.8234
PDHA1	0.0775	0.0777	8.5939	8.5722	8.5831
PDHX	0.3823	0.3039	1.4390	1.9136	1.6763
PDIA3	0.0943	0.1159	6.9943	5.6253	6.3098
PDIA4	0.1249	0.1264	5.1961	5.1288	5.1624
PDIA6	0.0776	0.0802	8.5769	8.2941	8.4355
PDIK1L	0.9350	0.8953	0.2536	0.3071	0.2803
PDLIM5	0.2093	0.2287	2.9516	2.6690	2.8103
PDLIM7	0.2618	0.2150	2.2840	2.8635	2.5738
PDP2	0.8827	0.8238	0.3234	0.3993	0.3614
PDPK1	0.5810	0.6045	0.7968	0.7472	0.7720
PDPR	0.2962	0.3233	1.9734	1.7752	1.8743
PDS5A	0.1295	0.1446	4.9970	4.4389	4.7179
PDS5B	0.3682	0.3493	1.5096	1.6129	1.5612
PDSS1	0.3789	0.4422	1.4553	1.1875	1.3214
PDXDC1	0.2497	0.3015	2.4128	1.9317	2.1723
PDXK	0.3284	0.3228	1.7410	1.7782	1.7596
PDZD8	0.4736	0.5121	1.0800	0.9658	1.0229
PEA15	0.3051	0.3017	1.9043	1.9301	1.9172
PEAK1	0.6582	0.6933	0.6457	0.5864	0.6161
PEF1	0.2489	0.3112	2.4215	1.8593	2.1404
PELP1	0.1348	0.1748	4.7853	3.6066	4.1959
PER1	0.6067	0.5737	0.7427	0.8129	0.7778
PER2	0.8936	0.8891	0.3094	0.3152	0.3123
PER3	0.2983	0.2947	1.9570	1.9854	1.9712
PES1	0.1527	0.1753	4.1829	3.5971	3.8900
PEX13	0.6391	0.6523	0.6802	0.6562	0.6682
PEX14	0.4798	0.5491	1.0605	0.8702	0.9654
PEX26	0.2162	0.1874	2.8456	3.3410	3.0933
PEX5	0.3139	0.3222	1.8402	1.7824	1.8113
PFAS	0.1217	0.1438	5.3436	4.4631	4.9033
PFDN1	0.2242	0.2271	2.7304	2.6902	2.7103
PFDN2	0.2436	0.2361	2.4832	2.5742	2.5287
PFKFB3	0.6885	0.7031	0.5943	0.5708	0.5826
PFKL	0.2160	0.2307	2.8483	2.6434	2.7458
PFKP	0.3472	0.2757	1.6255	2.1492	1.8873
PFN1	0.0895	0.0928	7.3900	7.1190	7.2545
PGAM1	0.1161	0.0797	5.6171	8.3453	6.9812
PGAM5	0.2384	0.2621	2.5457	2.2808	2.4133
PGBD1	0.6543	0.5252	0.6525	0.9304	0.7915
PGD	0.0961	0.1245	6.8601	5.2149	6.0375
PGK1	0.0692	0.0619	9.6593	10.8490	10.2542
PGM3	0.2740	0.2631	2.1648	2.2703	2.2175
PGPEP1	0.3630	0.3119	1.5369	1.8541	1.6955
PGRMC2	0.2352	0.3136	2.5855	1.8423	2.2139
PGS1	0.6686	0.5591	0.6276	0.8465	0.7371
PHACTR1	0.8055	0.8095	0.4233	0.4180	0.4207
PHACTR2	0.3473	0.3283	1.6244	1.7416	1.6830
PHACTR4	0.5569	0.5885	0.8515	0.7806	0.8160
PHAX	0.7938	0.8221	0.4391	0.4014	0.4202
PHB	0.0809	0.0865	8.2210	7.6661	7.9435
PHB2	0.1148	0.1040	5.6828	6.3115	5.9972
PHC2	0.4165	0.4897	1.2867	1.0304	1.1586
PHC3	0.7445	0.6410	0.5080	0.6766	0.5923
PHF10	0.1461	0.1308	4.3896	4.9456	4.6676
PHF12	0.8656	0.8636	0.3454	0.3480	0.3467
PHF13	0.8888	0.8814	0.3156	0.3251	0.3203
PHF14	0.2282	0.2316	2.6764	2.6313	2.6538
PHF19	0.2015	0.2329	3.0799	2.6139	2.8469
PHF2	0.6042	0.6125	0.7478	0.7311	0.7394
PHF20	0.4224	0.4620	1.2627	1.1182	1.1905
PHF20L1	0.3616	0.2851	1.5443	2.0655	1.8049
PHF21A	0.5663	0.5722	0.8297	0.8163	0.8230
PHF23	0.8795	0.8148	0.3275	0.4110	0.3693
PHF3	0.6052	0.5786	0.7457	0.8020	0.7739
PHF5A	0.2525	0.2436	2.3820	2.4828	2.4324
PHF6	0.1568	0.0898	4.0634	7.3684	5.7159
PHF8	0.3387	0.2951	1.6763	1.9820	1.8291
PHIP	0.5407	0.5964	0.8909	0.7640	0.8274
PHKA2	0.2596	0.3796	2.3063	1.4517	1.8790
PHKB	0.1154	0.1154	5.6547	5.6519	5.6533
PHLDB1	0.4388	0.4432	1.1998	1.1838	1.1918
PHLPP1	0.8540	0.7413	0.3602	0.5127	0.4364
PHRF1	0.7209	0.7488	0.5431	0.5018	0.5225
PHTF2	0.5486	0.6346	0.8714	0.6885	0.7800
PI4KA	0.2114	0.2182	2.9187	2.8154	2.8671
PI4KAP1	0.6590	0.6611	0.6443	0.6406	0.6425
PI4KAP2	0.6066	0.6019	0.7430	0.7526	0.7478
PI4KB	0.4490	0.4297	1.1630	1.2342	1.1986
PIAS1	0.6842	0.7640	0.6013	0.4801	0.5407
PIAS4	0.5961	0.7049	0.7646	0.5680	0.6663
PIBF1	0.4512	0.4424	1.1552	1.1866	1.1709
PICALM	0.1901	0.1406	3.2877	4.5731	3.9304
PIEZO1	0.2864	0.2992	2.0538	1.9494	2.0016
PIGC	0.6369	0.6107	0.6843	0.7348	0.7095
PIGG	0.3062	0.3890	1.8961	1.4070	1.6515
PIGT	0.1338	0.1620	4.8249	3.9232	4.3741
PIGW	0.4451	0.4478	1.1768	1.1671	1.1720
PIK3C2A	0.4764	0.5104	1.0712	0.9705	1.0208
PIK3C3	0.2919	0.3163	2.0080	1.8229	1.9154
PIK3CB	0.4888	0.5001	1.0331	0.9997	1.0164
PIK3CD	0.3582	0.3514	1.5628	1.6012	1.5820
PIK3R1	0.8282	0.8287	0.3935	0.3929	0.3932
PIK3R4	0.5600	0.5313	0.8443	0.9146	0.8795
PIKFYVE	0.4806	0.4808	1.0580	1.0576	1.0578
PIM1	0.8566	0.8618	0.3570	0.3503	0.3536
PIM2	0.6267	0.6948	0.7034	0.5840	0.6437
PIM3	0.9019	0.8354	0.2985	0.3842	0.3413
PIP4K2A	0.4322	0.4368	1.2248	1.2072	1.2160
PIP4K2B	0.2197	0.2490	2.7943	2.4206	2.6074
PIP4K2C	0.3664	0.4168	1.5190	1.2856	1.4023
PIP5K1A	0.9381	0.8888	0.2491	0.3155	0.2823
PIP5K1C	0.5633	0.5601	0.8367	0.8441	0.8404
PISD	0.5733	0.6020	0.8138	0.7524	0.7831
PITHD1	0.1848	0.1977	3.3927	3.1472	3.2699
PITPNA	0.1184	0.1843	5.5000	3.4031	4.4515
PITPNB	0.2630	0.2720	2.2712	2.1835	2.2274
PITX1	0.4349	0.4399	1.2144	1.1959	1.2052
PJA2	0.3664	0.4554	1.5188	1.1405	1.3297
PKD1	0.5252	0.5295	0.9306	0.9193	0.9250
PKM	0.1050	0.1028	6.2488	6.3922	6.3205
PKMYT1	0.3713	0.5197	1.4933	0.9451	1.2192
PKN1	0.1518	0.1235	4.2101	5.2586	4.7344
PKN2	0.7116	0.6815	0.5574	0.6058	0.5816
PKP3	0.1776	0.1931	3.5459	3.2299	3.3879
PKP4	0.1516	0.1685	4.2172	3.7557	3.9864
PLA2G12A	0.1239	0.1157	5.2413	5.6347	5.4380
PLAGL1	0.2811	0.2317	2.1000	2.6294	2.3647
PLAGL2	0.8288	0.8830	0.3927	0.3230	0.3578
PLCB3	0.2604	0.3869	2.2978	1.4169	1.8574
PLCD1	0.3410	0.3196	1.6621	1.8001	1.7311
PLCG1	0.2347	0.2799	2.5919	2.1106	2.3513
PLCL1	0.5057	0.6905	0.9837	0.5911	0.7874
PLCXD1	0.4193	0.4848	1.2752	1.0452	1.1602
PLD3	0.1259	0.1410	5.1508	4.5591	4.8550
PLEC	0.2342	0.2837	2.5971	2.0775	2.3373
PLEKHA2	0.3903	0.4259	1.4010	1.2490	1.3250
PLEKHA5	0.6420	0.6263	0.6749	0.7041	0.6895
PLEKHB2	0.3344	0.3780	1.7026	1.4599	1.5813
PLEKHF2	0.8188	0.9006	0.4058	0.3003	0.3530
PLEKHM2	0.2743	0.2931	2.1615	1.9981	2.0798
PLIN3	0.1969	0.2365	3.1603	2.5690	2.8647
PLK1	0.3674	0.3774	1.5139	1.4626	1.4882
PLK4	0.5992	0.5276	0.7581	0.9242	0.8411
PLOD1	0.1599	0.1807	3.9777	3.4776	3.7276
PLXNA1	0.3003	0.2733	1.9411	2.1712	2.0562
PLXNA3	0.5183	0.5162	0.9489	0.9546	0.9518
PLXNB2	0.2395	0.2344	2.5322	2.5949	2.5635
PML	0.5599	0.5675	0.8445	0.8271	0.8358
PMM2	0.7045	0.8016	0.5686	0.4286	0.4986
PMPCA	0.1995	0.1473	3.1155	4.3513	3.7334
PNISR	0.4009	0.3995	1.3528	1.3592	1.3560
PNKD	0.3741	0.3875	1.4791	1.4139	1.4465
PNMA1	0.4277	0.5085	1.2418	0.9757	1.1088
PNMAL1	0.3343	0.4064	1.7036	1.3292	1.5164
PNN	0.5155	0.5470	0.9565	0.8753	0.9159
PNO1	0.2616	0.2742	2.2854	2.1625	2.2239
PNP	0.2539	0.2790	2.3665	2.1191	2.2428
PNPT1	0.2030	0.1882	3.0556	3.3235	3.1895
PNRC2	0.5540	0.5414	0.8584	0.8892	0.8738
POFUT1	0.4187	0.4595	1.2776	1.1266	1.2021
POGK	0.5649	0.5601	0.8330	0.8441	0.8386
POGZ	0.6164	0.6813	0.7234	0.6061	0.6647
POLA1	0.1600	0.2370	3.9754	2.5624	3.2689
POLA2	0.3314	0.3550	1.7220	1.5807	1.6513
POLD1	0.2657	0.2121	2.2440	2.9076	2.5758
POLD2	0.0819	0.1020	8.1102	6.4401	7.2752
POLD3	0.5578	0.6635	0.8494	0.6364	0.7429
POLDIP3	0.4213	0.4138	1.2673	1.2980	1.2826
POLE	0.3008	0.3427	1.9375	1.6519	1.7947
POLE3	0.1886	0.2071	3.3173	2.9866	3.1520
POLG	0.4093	0.3687	1.3167	1.5072	1.4119
POLG2	0.6268	0.7604	0.7033	0.4851	0.5942
POLH	0.5445	0.4959	0.8816	1.0118	0.9467
POLK	0.7366	0.7540	0.5196	0.4943	0.5070
POLQ	0.4784	0.4967	1.0651	1.0095	1.0373
POLR1A	0.2610	0.2636	2.2918	2.2648	2.2783
POLR1B	0.5966	0.5365	0.7636	0.9015	0.8326
POLR1C	0.7519	0.7927	0.4973	0.4405	0.4689
POLR1D	0.3565	0.3275	1.5725	1.7471	1.6598
POLR1E	0.3158	0.3085	1.8267	1.8791	1.8529
POLR2A	0.2245	0.2366	2.7256	2.5677	2.6466
POLR2B	0.1978	0.1829	3.1446	3.4322	3.2884
POLR2C	0.1728	0.1736	3.6546	3.6343	3.6444
POLR2D	0.4454	0.4490	1.1760	1.1629	1.1694
POLR2E	0.1095	0.1321	5.9748	4.8915	5.4331
POLR3A	0.3280	0.3749	1.7438	1.4754	1.6096
POLR3B	0.4604	0.3479	1.1236	1.6209	1.3722
POLR3C	0.4375	0.4188	1.2046	1.2773	1.2409
POLR3D	0.6083	0.5896	0.7396	0.7783	0.7590
POLR3E	0.4151	0.3747	1.2926	1.4765	1.3846
POLR3G	0.2106	0.2387	2.9317	2.5414	2.7366
POLR3H	0.2282	0.3142	2.6763	1.8379	2.2571
POLR3K	0.1780	0.1438	3.5366	4.4658	4.0012
POLRMT	0.3548	0.3235	1.5819	1.7737	1.6778
POM121	0.4073	0.4128	1.3250	1.3019	1.3134
POM121C	0.5055	0.5377	0.9843	0.8985	0.9414
POMP	0.0672	0.0721	9.9589	9.2623	9.6106
POP1	0.5169	0.5127	0.9526	0.9641	0.9584
POP4	0.2421	0.3033	2.5009	1.9180	2.2094
POP7	0.6729	0.6705	0.6203	0.6244	0.6224
POR	0.1880	0.2104	3.3293	2.9348	3.1321
POT1	0.4085	0.3539	1.3199	1.5866	1.4533
POU2F1	0.6211	0.6472	0.7142	0.6654	0.6898
PP7080	0.7509	0.7477	0.4987	0.5033	0.5010
PPA1	0.0806	0.0858	8.2487	7.7250	7.9868
PPA2	0.2333	0.2243	2.6085	2.7290	2.6688
PPARD	0.5916	0.6011	0.7739	0.7542	0.7641
PPARGC1B	0.8072	0.8079	0.4210	0.4201	0.4206
PPAT	0.5091	0.5534	0.9741	0.8599	0.9170
PPFIA1	0.4976	0.4690	1.0071	1.0949	1.0510
PPFIA3	0.3854	0.2488	1.4241	2.4224	1.9232
PPHLN1	0.1765	0.1930	3.5701	3.2322	3.4011
PPIA	0.0725	0.0665	9.2089	10.0767	9.6428
PPIB	0.0873	0.0999	7.5899	6.5878	7.0888
PPID	0.0999	0.0720	6.5859	9.2767	7.9313
PPIE	0.1927	0.2697	3.2378	2.2058	2.7218
PPIF	0.2730	0.2689	2.1737	2.2132	2.1935
PPIG	0.3151	0.3229	1.8316	1.7776	1.8046
PPIL1	0.2427	0.2852	2.4933	2.0646	2.2789
PPIL2	0.2068	0.1984	2.9925	3.1342	3.0633
PPIL4	0.4565	0.4179	1.1368	1.2811	1.2090
PPIP5K2	0.0931	0.1090	7.0962	6.0075	6.5518
PPM1A	0.5776	0.5702	0.8044	0.8209	0.8126
PPM1B	0.5702	0.6344	0.8209	0.6889	0.7549
PPM1D	0.8499	0.8141	0.3655	0.4119	0.3887
PPM1F	0.2361	0.2850	2.5735	2.0658	2.3196
PPM1G	0.1776	0.1804	3.5450	3.4834	3.5142
PPME1	0.1944	0.1940	3.2063	3.2134	3.2099
PPP1CA	0.0885	0.1065	7.4818	6.1528	6.8173
PPP1CB	0.2061	0.1765	3.0029	3.5685	3.2857
PPP1CC	0.1748	0.2477	3.6077	2.4351	3.0214
PPP1R10	0.8863	0.8413	0.3188	0.3765	0.3477
PPP1R12A	0.7373	0.7041	0.5185	0.5692	0.5439
PPP1R12B	0.5264	0.4900	0.9275	1.0295	0.9785
PPP1R12C	0.3352	0.3980	1.6977	1.3657	1.5317
PPP1R14B	0.0925	0.0898	7.1395	7.3706	7.2550
PPP1R14C	0.2932	0.3512	1.9974	1.6021	1.7998
PPP1R15A	0.8935	0.8967	0.3095	0.3053	0.3074
PPP1R15B	0.9134	0.9036	0.2834	0.2964	0.2899
PPP1R18	0.6783	0.6595	0.6111	0.6435	0.6273
PPP1R2	0.2789	0.2425	2.1199	2.4961	2.3080
PPP1R26	0.5600	0.5570	0.8443	0.8513	0.8478
PPP1R8	0.6289	0.6318	0.6993	0.6938	0.6965
PPP1R9B	0.5572	0.5426	0.8508	0.8861	0.8684
PPP2CB	0.2734	0.2537	2.1706	2.3691	2.2698
PPP2R1A	0.2137	0.2227	2.8837	2.7518	2.8178
PPP2R1B	0.1661	0.1897	3.8166	3.2954	3.5560
PPP2R2A	0.5487	0.5840	0.8713	0.7903	0.8308
PPP2R2D	0.4682	0.4354	1.0976	1.2125	1.1550
PPP2R5A	0.2095	0.1995	2.9478	3.1151	3.0315
PPP2R5C	0.1218	0.1501	5.3364	4.2623	4.7994
PPP2R5D	0.1812	0.1994	3.4672	3.1164	3.2918
PPP2R5E	0.1913	0.2673	3.2636	2.2283	2.7459
PPP4C	0.1395	0.1697	4.6143	3.7268	4.1705
PPP4R1	0.2962	0.3655	1.9733	1.5235	1.7484
PPP4R2	0.7316	0.6570	0.5269	0.6478	0.5874
PPP4R3A	0.5348	0.5337	0.9057	0.9086	0.9072
PPP4R3B	0.2546	0.2637	2.3590	2.2647	2.3118
PPP5C	0.1897	0.1898	3.2960	3.2930	3.2945
PPP6C	0.2259	0.1927	2.7072	3.2377	2.9725
PPP6R1	0.1569	0.1528	4.0609	4.1794	4.1201
PPP6R2	0.3438	0.2866	1.6455	2.0525	1.8490
PPP6R3	0.2936	0.3485	1.9939	1.6174	1.8057
PPRC1	0.8805	0.8870	0.3262	0.3179	0.3221
PPT1	0.1148	0.1139	5.6840	5.7341	5.7090
PPTC7	0.9129	0.8593	0.2840	0.3535	0.3188
PQBP1	0.1005	0.1118	6.5468	5.8447	6.1958
PQLC2	0.5633	0.6293	0.8367	0.6984	0.7676
PRAME	0.3521	0.3896	1.5968	1.4043	1.5006
PRC1	0.5126	0.5819	0.9644	0.7949	0.8797
PRCC	0.4050	0.4477	1.3350	1.1676	1.2513
PRDM10	0.6877	0.7730	0.5956	0.4675	0.5316
PRDM15	0.7780	0.7609	0.4605	0.4844	0.4724
PRDM2	0.4072	0.4293	1.3256	1.2358	1.2807
PRDM4	0.7632	0.7056	0.4812	0.5669	0.5240
PRDX1	0.0542	0.0981	12.4439	6.7166	9.5802
PRDX6	0.0751	0.0725	8.8802	9.2073	9.0438
PREB	0.2425	0.2386	2.4958	2.5427	2.5193
PRELID1	0.0737	0.1024	9.0534	6.4182	7.7358
PRELID2	0.3081	0.3068	1.8818	1.8919	1.8868
PRELID3B	0.2702	0.2933	2.2005	1.9969	2.0987
PREP	0.2117	0.3191	2.9144	1.8033	2.3589
PRIM1	0.1590	0.2692	4.0041	2.2103	3.1072
PRIM2	0.2621	0.2673	2.2804	2.2282	2.2543
PRKAA1	0.7264	0.6888	0.5348	0.5937	0.5643
PRKAB1	0.3731	0.4204	1.4845	1.2709	1.3777
PRKAR1B	0.3005	0.3206	1.9391	1.7933	1.8662
PRKAR2A	0.0866	0.0908	7.6502	7.2792	7.4647
PRKAR2B	0.0908	0.0682	7.2820	9.8115	8.5467
PRKCA	0.2656	0.3259	2.2455	1.7578	2.0016
PRKCB	0.0962	0.1222	6.8512	5.3159	6.0836
PRKCQ	0.4213	0.4326	1.2672	1.2232	1.2452
PRKCSH	0.0928	0.1415	7.1158	4.5431	5.8295
PRKD2	0.4324	0.4401	1.2238	1.1950	1.2094
PRKD3	0.4171	0.3194	1.2840	1.8013	1.5427
PRKDC	0.1242	0.1537	5.2278	4.1534	4.6906
PRKX	0.5073	0.5467	0.9791	0.8760	0.9276
PRMT1	0.1233	0.1506	5.2662	4.2451	4.7557
PRMT2	0.2177	0.1894	2.8225	3.3018	3.0621
PRMT3	0.1841	0.2076	3.4061	2.9796	3.1929
PRMT5	0.1309	0.1610	4.9395	3.9487	4.4441
PRMT7	0.1877	0.2532	3.3345	2.3745	2.8545
PRNP	0.5188	0.5753	0.9477	0.8095	0.8786
PROSER1	0.4068	0.4053	1.3271	1.3338	1.3304
PROSER2-AS1	0.2232	0.2385	2.7438	2.5442	2.6440
PROSER3	0.4378	0.4417	1.2037	1.1893	1.1965
PRPF19	0.1807	0.1526	3.4786	4.1855	3.8321
PRPF3	0.5131	0.5282	0.9630	0.9227	0.9429
PRPF31	0.1195	0.1419	5.4444	4.5305	4.9874
PRPF38A	0.2628	0.2917	2.2733	2.0100	2.1417
PRPF38B	0.4848	0.5088	1.0450	0.9751	1.0100
PRPF39	0.3905	0.3931	1.3998	1.3882	1.3940
PRPF4	0.5584	0.5712	0.8480	0.8186	0.8333
PRPF40A	0.1650	0.1820	3.8436	3.4509	3.6473
PRPF4B	0.6090	0.6384	0.7382	0.6813	0.7098
PRPF6	0.1702	0.1767	3.7146	3.5639	3.6393
PRPF8	0.1370	0.1663	4.7034	3.8109	4.2571
PRPS2	0.1660	0.1746	3.8196	3.6129	3.7162
PRPSAP1	0.2751	0.2610	2.1543	2.2921	2.2232
PRR12	0.7454	0.7921	0.5066	0.4413	0.4739
PRR14	0.3081	0.3717	1.8818	1.4916	1.6867
PRR14L	0.7482	0.7734	0.5027	0.4668	0.4848
PRR3	0.7752	0.6725	0.4644	0.6209	0.5427
PRRC1	0.6588	0.4857	0.6446	1.0426	0.8436
PRRC2A	0.2076	0.2211	2.9795	2.7747	2.8771
PRRC2B	0.3390	0.3480	1.6742	1.6207	1.6475
PRRC2C	0.1904	0.2150	3.2817	2.8638	3.0728
PSAP	0.0953	0.0844	6.9184	7.8608	7.3896
PSD4	0.2977	0.3072	1.9617	1.8886	1.9251
PSEN1	0.3439	0.4431	1.6448	1.1841	1.4144
PSIP1	0.1038	0.0868	6.3244	7.6382	6.9813
PSMA1	0.3029	0.3134	1.9210	1.8438	1.8824
PSMA4	0.0768	0.0900	8.6706	7.3529	8.0117
PSMA5	0.1064	0.1113	6.1601	5.8719	6.0160
PSMA7	0.0925	0.1058	7.1418	6.1980	6.6699
PSMB1	0.0850	0.1109	7.7992	5.8977	6.8484
PSMB2	0.1128	0.1230	5.7916	5.2826	5.5371
PSMB5	0.1593	0.1840	3.9949	3.4097	3.7023
PSMB7	0.0874	0.1196	7.5819	5.4417	6.5118
PSMC2	0.0748	0.1021	8.9151	6.4352	7.6751
PSMC3	0.1709	0.1825	3.6977	3.4405	3.5691
PSMC3IP	0.4526	0.4884	1.1504	1.0342	1.0923
PSMC4	0.1362	0.1517	4.7356	4.2119	4.4737
PSMC5	0.0809	0.1372	8.2165	4.6981	6.4573
PSMC6	0.1198	0.1048	5.4322	6.2624	5.8473
PSMD1	0.1307	0.1247	4.9492	5.2035	5.0764
PSMD11	0.2307	0.2364	2.6434	2.5694	2.6064
PSMD12	0.3027	0.3310	1.9223	1.7241	1.8232
PSMD13	0.0906	0.1191	7.3020	5.4667	6.3843
PSMD14	0.2008	0.1878	3.0923	3.3320	3.2121
PSMD2	0.0787	0.0875	8.4535	7.5711	8.0123
PSMD3	0.1563	0.1610	4.0781	3.9495	4.0138
PSMD4	0.0683	0.0881	9.7951	7.5162	8.6556
PSMD5	0.4166	0.3743	1.2865	1.4783	1.3824
PSMD5-AS1	0.3696	0.3716	1.5025	1.4918	1.4972
PSMD6	0.1409	0.1442	4.5646	4.4526	4.5086
PSMD7	0.1348	0.1906	4.7862	3.2783	4.0322
PSMD8	0.1000	0.1046	6.5805	6.2708	6.4257
PSME3	0.1500	0.1548	4.2651	4.1223	4.1937
PSME4	0.1613	0.1511	3.9414	4.2312	4.0863
PSMF1	0.1544	0.1705	4.1335	3.7083	3.9209
PSMG1	0.0853	0.1336	7.7711	4.8352	6.3031
PSMG2	0.3689	0.4249	1.5061	1.2531	1.3796
PSMG3	0.3013	0.2753	1.9335	2.1524	2.0429
PSMG4	0.2906	0.2995	2.0191	1.9474	1.9832
PSPC1	0.2965	0.2608	1.9708	2.2940	2.1324
PSTK	0.2414	0.3399	2.5084	1.6687	2.0885
PSTPIP2	0.2831	0.2314	2.0828	2.6333	2.3580
PTAR1	0.6925	0.5903	0.5878	0.7768	0.6823
